日期,商品名稱,買賣權別,身份別,買方交易口數,買方交易契約金額(千元),賣方交易口數,賣方交易契約金額(千元),交易口數買賣淨額,交易契約金額買賣淨額(千元),買方未平倉口數,買方未平倉契約金額(千元),賣方未平倉口數,賣方未平倉契約金額(千元),未平倉口數買賣淨額,未平倉契約金額買賣淨額(千元)
2016/1/22,臺指選擇權,CALL,自營商,139589,348196,137976,348051,1613,145,108328,317592,77110,240165,31218,77427
2016/1/22,臺指選擇權,CALL,投信,42,173,14,11,28,163,239,1743,142,1014,97,729
2016/1/22,臺指選擇權,CALL,外資及陸資,43831,126395,38155,119964,5676,6431,86133,117773,54576,78919,31557,38854
2016/1/22,臺指選擇權,PUT,自營商,171312,403176,151652,394766,19660,8409,106089,363939,92790,442721,13299,-78782
2016/1/22,臺指選擇權,PUT,投信,0,0,14,74,-14,-74,236,1293,156,984,80,309
2016/1/22,臺指選擇權,PUT,外資及陸資,51729,146218,43392,141710,8337,4508,79939,716389,61696,742727,18243,-26338
2016/1/25,臺指選擇權,CALL,自營商,132043,347675,139361,337576,-7318,10099,105998,393408,81907,285875,24091,107533
2016/1/25,臺指選擇權,CALL,投信,32,134,10,12,22,122,271,2293,152,1208,119,1085
2016/1/25,臺指選擇權,CALL,外資及陸資,56204,176794,48998,155169,7206,21626,98954,160005,60158,95749,38796,64256
2016/1/25,臺指選擇權,PUT,自營商,150848,309535,172588,294945,-21740,14590,108680,313405,117234,335114,-8554,-21709
2016/1/25,臺指選擇權,PUT,投信,5,1,0,0,5,1,241,809,156,582,85,227
2016/1/25,臺指選擇權,PUT,外資及陸資,48771,125043,47599,123858,1172,1185,84189,598671,64818,614640,19371,-15969
2016/1/26,臺指選擇權,CALL,自營商,113214,214271,124020,230797,-10806,-16526,104513,315142,91259,248720,13254,66422
2016/1/26,臺指選擇權,CALL,投信,37,150,0,0,37,150,308,1978,152,940,156,1038
2016/1/26,臺指選擇權,CALL,外資及陸資,34038,89192,32314,79915,1724,9277,101739,132002,61170,77880,40569,54122
2016/1/26,臺指選擇權,PUT,自營商,143631,239579,126451,243531,17180,-3952,118627,348751,109991,379639,8636,-30888
2016/1/26,臺指選擇權,PUT,投信,0,0,0,0,0,0,241,910,156,666,85,244
2016/1/26,臺指選擇權,PUT,外資及陸資,40662,106777,36144,95479,4518,11298,89098,667408,65181,675676,23917,-8268
2016/1/27,臺指選擇權,CALL,自營商,160825,297505,145526,245736,15299,51769,81602,267665,62863,155780,18739,111885
2016/1/27,臺指選擇權,CALL,投信,27,155,43,93,-16,62,197,1479,163,1119,34,360
2016/1/27,臺指選擇權,CALL,外資及陸資,35662,93073,31363,86817,4299,6256,90154,147986,57089,88103,33065,59883
2016/1/27,臺指選擇權,PUT,自營商,152131,235541,162202,274299,-10071,-38758,68484,287582,82202,339817,-13718,-52235
2016/1/27,臺指選擇權,PUT,投信,11,13,43,202,-32,-189,231,668,163,629,68,39
2016/1/27,臺指選擇權,PUT,外資及陸資,39827,87640,31077,76801,8750,10839,80740,596668,65317,596043,15423,625
2016/1/28,臺指選擇權,CALL,自營商,111795,276651,116691,307499,-4896,-30848,85254,270123,71592,189644,13662,80479
2016/1/28,臺指選擇權,CALL,投信,12,52,29,35,-17,17,209,1570,192,1205,17,365
2016/1/28,臺指選擇權,CALL,外資及陸資,33437,109836,31533,117663,1904,-7826,92821,151930,57832,96355,34989,55575
2016/1/28,臺指選擇權,PUT,自營商,147549,252283,128165,228906,19384,23377,95671,306110,90016,320806,5655,-14696
2016/1/28,臺指選擇權,PUT,投信,3,2,29,134,-26,-132,234,560,192,639,42,-79
2016/1/28,臺指選擇權,PUT,外資及陸資,42865,90865,32278,99993,10587,-9128,92581,561764,66568,573218,26013,-11454
2016/1/29,臺指選擇權,CALL,自營商,198682,536134,207543,578130,-8861,-41996,86305,498696,81606,392689,4699,106007
2016/1/29,臺指選擇權,CALL,投信,32,166,24,50,8,116,241,3162,216,2531,25,631
2016/1/29,臺指選擇權,CALL,外資及陸資,69118,257132,60780,248890,8338,8242,103585,344504,60214,185558,43371,158946
2016/1/29,臺指選擇權,PUT,自營商,217257,385344,239220,383216,-21963,2128,102559,231756,118922,217022,-16363,14734
2016/1/29,臺指選擇權,PUT,投信,0,0,14,46,-14,-46,234,234,206,241,28,-7
2016/1/29,臺指選擇權,PUT,外資及陸資,70615,151666,58675,151343,11940,323,108184,397861,70255,402990,37929,-5129
2016/1/30,臺指選擇權,CALL,自營商,102459,329823,104926,314807,-2467,15015,90636,697969,88384,524928,2252,173041
2016/1/30,臺指選擇權,CALL,投信,0,0,0,0,0,0,241,4170,216,3416,25,754
2016/1/30,臺指選擇權,CALL,外資及陸資,17307,65894,14535,66592,2772,-699,105507,505568,59410,245476,46097,260092
2016/1/30,臺指選擇權,PUT,自營商,117888,207133,140624,213346,-22736,-6213,110363,216372,149546,200358,-39183,16014
2016/1/30,臺指選擇權,PUT,投信,0,0,0,0,0,0,234,116,206,103,28,13
2016/1/30,臺指選擇權,PUT,外資及陸資,12391,18419,11722,19170,669,-751,108144,309075,69524,316055,38620,-6980
2016/2/1,臺指選擇權,CALL,自營商,143037,310806,152808,329095,-9771,-18289,98943,635863,106462,504108,-7519,131755
2016/2/1,臺指選擇權,CALL,投信,0,0,50,295,-50,-295,191,3562,216,3145,-25,417
2016/2/1,臺指選擇權,CALL,外資及陸資,43020,121836,45198,159365,-2178,-37529,105019,410501,61100,224474,43919,186027
2016/2/1,臺指選擇權,PUT,自營商,155631,280782,149934,242513,5697,38269,122573,269961,156059,217863,-33486,52098
2016/2/1,臺指選擇權,PUT,投信,0,0,0,0,0,0,234,148,206,124,28,24
2016/2/1,臺指選擇權,PUT,外資及陸資,43939,101155,37462,99277,6477,1878,112064,342576,66967,348951,45097,-6375
2016/2/2,臺指選擇權,CALL,自營商,126100,222562,116239,226566,9861,-4004,108111,580764,105787,454362,2324,126402
2016/2/2,臺指選擇權,CALL,投信,0,0,0,0,0,0,191,3320,216,2866,-25,454
2016/2/2,臺指選擇權,CALL,外資及陸資,32754,85864,36063,102179,-3309,-16315,105927,367193,65341,220083,40586,147110
2016/2/2,臺指選擇權,PUT,自營商,127255,187357,131562,191027,-4307,-3670,127078,291056,164807,239516,-37729,51540
2016/2/2,臺指選擇權,PUT,投信,2200,1672,0,0,2200,1672,2434,1792,206,109,2228,1683
2016/2/2,臺指選擇權,PUT,外資及陸資,33307,65760,31703,74205,1604,-8445,115262,362396,68483,376881,46779,-14485
2016/2/3,臺指選擇權,CALL,自營商,193937,314853,215281,373261,-21344,-58409,75821,358137,81931,269999,-6110,88138
2016/2/3,臺指選擇權,CALL,投信,17,86,32,57,-15,29,137,2220,152,1892,-15,328
2016/2/3,臺指選擇權,CALL,外資及陸資,57519,132477,44396,129036,13123,3441,108676,260046,64910,177429,43766,82617
2016/2/3,臺指選擇權,PUT,自營商,210036,368704,226944,382225,-16908,-13521,85884,347512,107616,310375,-21732,37137
2016/2/3,臺指選擇權,PUT,投信,1461,2049,27,136,1434,1914,3881,4392,147,266,3734,4126
2016/2/3,臺指選擇權,PUT,外資及陸資,70914,176108,49858,143497,21056,32612,118026,462971,67499,449724,50527,13247
2016/2/15,臺指選擇權,CALL,自營商,177218,312897,185998,326050,-8780,-13153,69565,318796,81018,253517,-11453,65279
2016/2/15,臺指選擇權,CALL,投信,0,0,0,0,0,0,120,2076,120,1730,0,346
2016/2/15,臺指選擇權,CALL,外資及陸資,40919,130084,33020,109166,7899,20918,110154,225329,65308,153828,44846,71501
2016/2/15,臺指選擇權,PUT,自營商,206358,280940,209719,306166,-3361,-25226,79213,265711,97790,233402,-18577,32309
2016/2/15,臺指選擇權,PUT,投信,0,0,0,0,0,0,3870,483,120,7,3750,476
2016/2/15,臺指選擇權,PUT,外資及陸資,44984,102732,41077,117132,3907,-14400,117859,401434,65640,415347,52219,-13913
2016/2/16,臺指選擇權,CALL,自營商,153204,328724,147671,310001,5533,18723,81582,509689,87461,415375,-5879,94314
2016/2/16,臺指選擇權,CALL,投信,49,328,49,465,0,-137,168,3428,168,3222,0,206
2016/2/16,臺指選擇權,CALL,外資及陸資,59368,176461,51761,170116,7607,6345,118585,402183,66116,243218,52469,158965
2016/2/16,臺指選擇權,PUT,自營商,173774,215073,199902,219533,-26128,-4460,90129,199745,134823,167402,-44694,32343
2016/2/16,臺指選擇權,PUT,投信,48,343,48,444,0,-101,3918,504,168,380,3750,124
2016/2/16,臺指選擇權,PUT,外資及陸資,49950,88183,43477,83489,6473,4694,124638,259479,65924,279001,58714,-19522
2016/2/17,臺指選擇權,CALL,自營商,145226,281342,150280,283244,-5054,-1901,54527,208471,45600,150126,8927,58345
2016/2/17,臺指選擇權,CALL,投信,24,192,24,262,0,-70,72,551,72,781,0,-230
2016/2/17,臺指選擇權,CALL,外資及陸資,37958,103165,29347,87147,8611,16018,83311,234457,42826,109348,40485,125109
2016/2/17,臺指選擇權,PUT,自營商,171346,256312,176355,266034,-5009,-9722,34641,179854,56083,177008,-21442,2846
2016/2/17,臺指選擇權,PUT,投信,24,147,24,192,0,-45,122,594,72,590,50,4
2016/2/17,臺指選擇權,PUT,外資及陸資,38547,83362,33268,103261,5279,-19899,36906,230217,35296,259259,1610,-29042
2016/2/18,臺指選擇權,CALL,自營商,104764,279051,100859,291029,3905,-11978,67200,286715,54376,226288,12824,60427
2016/2/18,臺指選擇權,CALL,投信,0,0,0,0,0,0,72,749,72,990,0,-241
2016/2/18,臺指選擇權,CALL,外資及陸資,35000,122264,33130,123543,1870,-1279,88603,319437,46206,148138,42397,171299
2016/2/18,臺指選擇權,PUT,自營商,128762,243791,126855,268164,1907,-24373,65565,192520,85074,191325,-19509,1195
2016/2/18,臺指選擇權,PUT,投信,0,0,0,0,0,0,122,418,72,436,50,-18
2016/2/18,臺指選擇權,PUT,外資及陸資,40176,102605,32830,96754,7346,5850,44623,201166,35634,221479,8989,-20313
2016/2/19,臺指選擇權,CALL,自營商,80045,196377,75306,175395,4739,20982,76355,319534,58742,237696,17613,81838
2016/2/19,臺指選擇權,CALL,投信,60,14,200,43,-140,-30,132,759,272,1066,-140,-307
2016/2/19,臺指選擇權,CALL,外資及陸資,20761,76935,23465,96779,-2704,-19844,94237,342281,54483,193732,39754,148549
2016/2/19,臺指選擇權,PUT,自營商,99573,179823,92771,183797,6802,-3974,89165,200851,101887,188481,-12722,12370
2016/2/19,臺指選擇權,PUT,投信,0,0,0,0,0,0,122,322,72,364,50,-42
2016/2/19,臺指選擇權,PUT,外資及陸資,28166,73210,24551,96116,3615,-22906,55825,200292,43256,240691,12569,-40399
2016/2/22,臺指選擇權,CALL,自營商,126003,283300,134719,310584,-8716,-27284,81592,298921,72669,253859,8923,45062
2016/2/22,臺指選擇權,CALL,投信,0,0,60,6,-60,-6,72,684,272,1002,-200,-318
2016/2/22,臺指選擇權,CALL,外資及陸資,38067,118973,36174,122893,1893,-3920,97515,323244,55909,191150,41606,132094
2016/2/22,臺指選擇權,PUT,自營商,147322,280228,134687,244477,12635,35751,100067,229568,100168,167303,-101,62265
2016/2/22,臺指選擇權,PUT,投信,0,0,0,0,0,0,122,276,72,331,50,-55
2016/2/22,臺指選擇權,PUT,外資及陸資,42361,102155,38885,110070,3476,-7916,60422,199518,44397,243805,16025,-44287
2016/2/23,臺指選擇權,CALL,自營商,102965,172438,93474,168798,9491,3640,91058,312533,72660,262161,18398,50372
2016/2/23,臺指選擇權,CALL,投信,110,73,784,179,-674,-106,172,779,1046,1194,-874,-415
2016/2/23,臺指選擇權,CALL,外資及陸資,21945,61634,20924,55045,1021,6589,99900,331785,57257,194252,42643,137533
2016/2/23,臺指選擇權,PUT,自營商,101462,158678,109379,165131,-7917,-6453,102064,215796,110118,161828,-8054,53968
2016/2/23,臺指選擇權,PUT,投信,0,0,0,0,0,0,122,228,72,284,50,-56
2016/2/23,臺指選擇權,PUT,外資及陸資,27025,70348,21503,55774,5522,14574,66235,201177,44673,227177,21562,-26000
2016/2/24,臺指選擇權,CALL,自營商,181393,309310,178847,283070,2546,26240,68178,250156,56913,171718,11265,78438
2016/2/24,臺指選擇權,CALL,投信,0,0,0,0,0,0,172,612,1046,970,-874,-358
2016/2/24,臺指選擇權,CALL,外資及陸資,44131,94701,35702,96438,8429,-1736,100583,268566,57416,157152,43167,111414
2016/2/24,臺指選擇權,PUT,自營商,196285,310745,202955,348334,-6670,-37588,53555,236855,86103,230006,-32548,6849
2016/2/24,臺指選擇權,PUT,投信,0,0,0,0,0,0,122,342,72,389,50,-47
2016/2/24,臺指選擇權,PUT,外資及陸資,62922,174755,44945,111973,17977,62782,77090,316202,45475,278262,31615,37940
2016/2/25,臺指選擇權,CALL,自營商,119431,298074,97156,237335,22275,60739,91083,385492,57637,231359,33446,154133
2016/2/25,臺指選擇權,CALL,投信,0,0,0,0,0,0,172,832,1046,1264,-874,-432
2016/2/25,臺指選擇權,CALL,外資及陸資,35000,118348,32198,117997,2802,351,104737,356545,58745,212767,45992,143778
2016/2/25,臺指選擇權,PUT,自營商,124466,216986,134401,270871,-9935,-53885,72125,205338,114793,241650,-42668,-36312
2016/2/25,臺指選擇權,PUT,投信,0,0,0,0,0,0,122,220,72,263,50,-43
2016/2/25,臺指選擇權,PUT,外資及陸資,39112,89650,30753,89970,8359,-320,87324,253986,47333,231971,39991,22015
2016/2/26,臺指選擇權,CALL,自營商,102308,220632,104849,272226,-2541,-51594,98501,426804,67600,308437,30901,118367
2016/2/26,臺指選擇權,CALL,投信,140,719,80,908,60,-189,282,1726,1096,2403,-814,-677
2016/2/26,臺指選擇權,CALL,外資及陸資,34661,112572,31563,120205,3098,-7633,109264,416159,60180,258699,49084,157460
2016/2/26,臺指選擇權,PUT,自營商,138158,253275,124540,231141,13618,22134,84912,195506,113927,192909,-29015,2597
2016/2/26,臺指選擇權,PUT,投信,80,756,80,935,0,-179,202,859,152,1067,50,-208
2016/2/26,臺指選擇權,PUT,外資及陸資,44002,101067,33962,92782,10040,8285,100365,230221,50332,209597,50033,20624
2016/3/1,臺指選擇權,CALL,自營商,142384,325704,132238,320971,10146,4733,111043,501370,69926,367319,41117,134051
2016/3/1,臺指選擇權,CALL,投信,96,1031,96,1320,0,-289,348,3033,1162,4053,-814,-1020
2016/3/1,臺指選擇權,CALL,外資及陸資,46014,150009,39577,135890,6437,14119,116630,486778,61105,297034,55525,189744
2016/3/1,臺指選擇權,PUT,自營商,154800,224803,168349,227021,-13549,-2219,88489,177162,131070,148448,-42581,28714
2016/3/1,臺指選擇權,PUT,投信,96,731,96,905,0,-174,298,1371,248,1692,50,-321
2016/3/1,臺指選擇權,PUT,外資及陸資,41738,105170,39539,91287,2199,13883,106554,206227,54338,179215,52216,27012
2016/3/2,臺指選擇權,CALL,自營商,149643,340673,171804,428865,-22161,-88192,72489,448724,60706,347657,11783,101067
2016/3/2,臺指選擇權,CALL,投信,0,0,0,0,0,0,348,3560,1162,4646,-814,-1086
2016/3/2,臺指選擇權,CALL,外資及陸資,40699,140598,44390,156925,-3691,-16327,110252,577834,62475,353784,47777,224050
2016/3/2,臺指選擇權,PUT,自營商,185508,245782,201146,260450,-15638,-14668,63573,156577,108371,146568,-44798,10009
2016/3/2,臺指選擇權,PUT,投信,0,0,0,0,0,0,298,1039,248,1358,50,-319
2016/3/2,臺指選擇權,PUT,外資及陸資,36782,74845,33583,80846,3199,-6001,96359,165901,52790,151630,43569,14271
2016/3/3,臺指選擇權,CALL,自營商,100641,247628,97745,274584,2896,-26956,84473,506589,69721,425796,14752,80793
2016/3/3,臺指選擇權,CALL,投信,215,662,75,799,140,-137,420,4471,1094,5824,-674,-1353
2016/3/3,臺指選擇權,CALL,外資及陸資,28938,105877,30281,116452,-1343,-10575,111950,648313,65473,407441,46477,240872
2016/3/3,臺指選擇權,PUT,自營商,134851,230666,135927,228946,-1076,1720,80681,162353,126602,142120,-45921,20233
2016/3/3,臺指選擇權,PUT,投信,72,572,72,726,0,-154,370,1493,320,1959,50,-466
2016/3/3,臺指選擇權,PUT,外資及陸資,31530,89463,33064,93394,-1534,-3931,97092,147850,55102,136106,41990,11744
2016/3/4,臺指選擇權,CALL,自營商,85021,200384,90971,217132,-5950,-16749,87535,549647,78829,484001,8706,65646
2016/3/4,臺指選擇權,CALL,投信,362,190,0,0,362,190,420,4818,732,6048,-312,-1230
2016/3/4,臺指選擇權,CALL,外資及陸資,28612,88031,30137,104697,-1525,-16666,113049,695833,68079,451801,44970,244032
2016/3/4,臺指選擇權,PUT,自營商,119913,191454,122378,179632,-2465,11821,85032,154599,133465,118236,-48433,36363
2016/3/4,臺指選擇權,PUT,投信,0,0,0,0,0,0,370,1292,320,1669,50,-377
2016/3/4,臺指選擇權,PUT,外資及陸資,37464,97846,30243,88208,7221,9638,108898,153436,59689,131269,49209,22167
2016/3/7,臺指選擇權,CALL,自營商,117436,264071,121992,282546,-4556,-18475,89967,540783,85818,493946,4149,46837
2016/3/7,臺指選擇權,CALL,投信,0,0,0,0,0,0,420,4816,732,6067,-312,-1251
2016/3/7,臺指選擇權,CALL,外資及陸資,31324,105816,34394,122257,-3070,-16441,111584,683598,69664,456026,41920,227572
2016/3/7,臺指選擇權,PUT,自營商,136148,218928,136021,207267,127,11661,94906,174797,143199,123157,-48293,51640
2016/3/7,臺指選擇權,PUT,投信,0,0,0,0,0,0,370,1297,320,1683,50,-386
2016/3/7,臺指選擇權,PUT,外資及陸資,32644,78198,30546,84106,2098,-5907,113042,156018,61719,138582,51323,17436
2016/3/8,臺指選擇權,CALL,自營商,122839,211782,121781,224834,1058,-13052,93526,550028,88309,520111,5217,29917
2016/3/8,臺指選擇權,CALL,投信,100,87,100,116,0,-29,320,4829,632,5976,-312,-1147
2016/3/8,臺指選擇權,CALL,外資及陸資,30220,85517,28656,79431,1564,6086,113550,702389,70067,464521,43483,237868
2016/3/8,臺指選擇權,PUT,自營商,147615,251626,145693,261707,1922,-10081,101628,188274,148110,149846,-46482,38428
2016/3/8,臺指選擇權,PUT,投信,0,0,0,0,0,0,370,1256,320,1621,50,-365
2016/3/8,臺指選擇權,PUT,外資及陸資,42345,134596,34457,104031,7888,30564,124631,196792,65460,155767,59171,41025
2016/3/9,臺指選擇權,CALL,自營商,129116,229107,137548,248196,-8432,-19089,70275,497778,79004,486202,-8729,11576
2016/3/9,臺指選擇權,CALL,投信,0,0,0,0,0,0,320,4808,632,6071,-312,-1263
2016/3/9,臺指選擇權,CALL,外資及陸資,23561,63192,23131,61824,430,1368,111901,698114,68986,456869,42915,241245
2016/3/9,臺指選擇權,PUT,自營商,143840,242948,141861,217525,1979,25422,77170,184732,123368,131593,-46198,53139
2016/3/9,臺指選擇權,PUT,投信,0,0,0,0,0,0,370,1163,320,1530,50,-367
2016/3/9,臺指選擇權,PUT,外資及陸資,31984,69828,27591,70672,4393,-844,123864,188358,63445,149573,60419,38785
2016/3/10,臺指選擇權,CALL,自營商,104142,285856,95694,239222,8448,46634,79728,538930,80015,495451,-287,43479
2016/3/10,臺指選擇權,CALL,投信,0,0,0,0,0,0,320,4965,632,6267,-312,-1302
2016/3/10,臺指選擇權,CALL,外資及陸資,32897,107817,31988,110429,909,-2612,114619,728588,70759,481169,43860,247419
2016/3/10,臺指選擇權,PUT,自營商,121260,212108,134709,231900,-13449,-19792,85116,167611,144687,138973,-59571,28638
2016/3/10,臺指選擇權,PUT,投信,0,0,0,0,0,0,370,1041,320,1398,50,-357
2016/3/10,臺指選擇權,PUT,外資及陸資,47673,93246,30730,86861,16943,6386,141277,186306,63933,146814,77344,39492
2016/3/11,臺指選擇權,CALL,自營商,110386,261693,117875,258428,-7489,3266,83142,628378,90808,599240,-7666,29138
2016/3/11,臺指選擇權,CALL,投信,0,0,0,0,0,0,320,5590,632,6952,-312,-1362
2016/3/11,臺指選擇權,CALL,外資及陸資,32394,110639,30331,104061,2063,6578,116615,858416,70754,562513,45861,295903
2016/3/11,臺指選擇權,PUT,自營商,150702,233387,156358,206284,-5656,27102,97959,164870,163294,116738,-65335,48132
2016/3/11,臺指選擇權,PUT,投信,0,0,0,0,0,0,370,735,320,1017,50,-282
2016/3/11,臺指選擇權,PUT,外資及陸資,39546,72962,29532,73029,10014,-67,154110,150480,66670,123359,87440,27121
2016/3/14,臺指選擇權,CALL,自營商,102505,283376,110332,293462,-7827,-10086,82514,678610,97976,664383,-15462,14227
2016/3/14,臺指選擇權,CALL,投信,552,943,300,162,252,781,820,6995,880,7768,-60,-773
2016/3/14,臺指選擇權,CALL,外資及陸資,35082,91324,28184,99211,6898,-7887,121605,942482,68791,619745,52814,322737
2016/3/14,臺指選擇權,PUT,自營商,111261,154663,121564,141462,-10303,13201,99959,148180,175597,104778,-75638,43402
2016/3/14,臺指選擇權,PUT,投信,200,1002,0,0,200,1002,498,1258,248,477,250,781
2016/3/14,臺指選擇權,PUT,外資及陸資,26967,59538,25095,44639,1872,14898,157928,148570,68579,114855,89349,33715
2016/3/15,臺指選擇權,CALL,自營商,173039,284862,189926,305517,-16887,-20656,89703,475346,122080,423737,-32377,51609
2016/3/15,臺指選擇權,CALL,投信,0,0,0,0,0,0,820,4761,880,5693,-60,-932
2016/3/15,臺指選擇權,CALL,外資及陸資,36108,84270,30778,63694,5330,20576,127696,642971,69530,411957,58166,231014
2016/3/15,臺指選擇權,PUT,自營商,180968,327117,187994,442950,-7026,-115832,103694,304347,186366,244261,-82672,60086
2016/3/15,臺指選擇權,PUT,投信,0,0,0,0,0,0,498,2170,248,855,250,1315
2016/3/15,臺指選擇權,PUT,外資及陸資,50487,129051,51154,130782,-667,-1731,163069,266675,74394,184632,88675,82043
2016/3/16,臺指選擇權,CALL,自營商,152919,372185,139737,355354,13182,16832,56218,260069,38190,160033,18028,100036
2016/3/16,臺指選擇權,CALL,投信,140,19,100,13,40,7,848,4075,808,4615,40,-540
2016/3/16,臺指選擇權,CALL,外資及陸資,25935,69083,24122,54488,1813,14595,45656,290186,20092,143122,25564,147064
2016/3/16,臺指選擇權,PUT,自營商,134059,188092,154395,260389,-20336,-72297,41362,131410,60669,182093,-19307,-50683
2016/3/16,臺指選擇權,PUT,投信,0,0,0,0,0,0,376,1597,176,625,200,972
2016/3/16,臺指選擇權,PUT,外資及陸資,26758,92806,20465,63560,6293,29246,52688,205545,30764,142917,21924,62628
2016/3/17,臺指選擇權,CALL,自營商,142865,362236,146659,405253,-3794,-43016,65749,283778,51535,202314,14214,81464
2016/3/17,臺指選擇權,CALL,投信,160,50,0,0,160,50,1008,4557,808,4964,200,-407
2016/3/17,臺指選擇權,CALL,外資及陸資,34335,129488,30916,111607,3419,17882,51458,337774,22447,161173,29011,176601
2016/3/17,臺指選擇權,PUT,自營商,144395,293684,133881,313021,10514,-19337,63290,160087,72012,220006,-8722,-59919
2016/3/17,臺指選擇權,PUT,投信,0,0,0,0,0,0,376,1323,176,493,200,830
2016/3/17,臺指選擇權,PUT,外資及陸資,35936,138100,29842,96769,6094,41331,62623,254490,34531,150397,28092,104093
2016/3/18,臺指選擇權,CALL,自營商,93278,226026,98149,250088,-4871,-24063,71278,355967,61951,294808,9327,61159
2016/3/18,臺指選擇權,CALL,投信,100,399,0,0,100,399,1108,5853,808,5753,300,100
2016/3/18,臺指選擇權,CALL,外資及陸資,24239,82536,21899,77050,2340,5485,54313,401120,22899,187680,31414,213440
2016/3/18,臺指選擇權,PUT,自營商,123196,209191,119649,212361,3547,-3170,78817,141131,84029,185642,-5212,-44511
2016/3/18,臺指選擇權,PUT,投信,100,391,0,0,100,391,476,1394,176,348,300,1046
2016/3/18,臺指選擇權,PUT,外資及陸資,31655,79500,27267,70100,4388,9400,69495,223005,37055,128566,32440,94439
2016/3/21,臺指選擇權,CALL,自營商,102015,195490,107116,223542,-5101,-28052,73198,322584,68231,285778,4967,36806
2016/3/21,臺指選擇權,CALL,投信,0,0,0,0,0,0,1108,5384,808,5472,300,-88
2016/3/21,臺指選擇權,CALL,外資及陸資,27024,74329,28349,83845,-1325,-9516,53795,372146,23703,180102,30092,192044
2016/3/21,臺指選擇權,PUT,自營商,121288,228924,110176,202839,11112,26085,90081,159723,84317,182435,5764,-22712
2016/3/21,臺指選擇權,PUT,投信,0,0,0,0,0,0,476,1365,176,334,300,1031
2016/3/21,臺指選擇權,PUT,外資及陸資,29520,75932,26645,75286,2875,646,72820,228579,37487,132588,35333,95991
2016/3/22,臺指選擇權,CALL,自營商,145739,276190,135657,247032,10082,29158,87867,370170,72551,292973,15316,77197
2016/3/22,臺指選擇權,CALL,投信,0,0,0,0,0,0,1108,5290,808,5380,300,-90
2016/3/22,臺指選擇權,CALL,外資及陸資,26543,73589,27096,77736,-553,-4146,54011,371795,24456,185080,29555,186715
2016/3/22,臺指選擇權,PUT,自營商,139288,298403,133463,293733,5825,4670,103348,184445,91880,211851,11468,-27406
2016/3/22,臺指選擇權,PUT,投信,0,0,0,0,0,0,476,1252,176,304,300,948
2016/3/22,臺指選擇權,PUT,外資及陸資,31878,89305,30219,97885,1659,-8580,76377,223804,39395,138271,36982,85533
2016/3/23,臺指選擇權,CALL,自營商,130231,218100,126843,200836,3388,17264,64570,300085,57500,213949,7070,86136
2016/3/23,臺指選擇權,CALL,投信,0,0,0,0,0,0,1108,4704,808,5004,300,-300
2016/3/23,臺指選擇權,CALL,外資及陸資,32085,77070,33211,82315,-1126,-5245,53132,335988,24480,168097,28652,167891
2016/3/23,臺指選擇權,PUT,自營商,135929,221053,140458,215590,-4529,5463,63896,196031,71497,228635,-7601,-32604
2016/3/23,臺指選擇權,PUT,投信,0,0,0,0,0,0,476,1425,176,339,300,1086
2016/3/23,臺指選擇權,PUT,外資及陸資,37173,79802,34724,80947,2449,-1145,71904,247159,39931,154308,31973,92851
2016/3/24,臺指選擇權,CALL,自營商,127802,276264,135742,315011,-7940,-38747,73138,321402,73975,286224,-837,35178
2016/3/24,臺指選擇權,CALL,投信,0,0,0,0,0,0,1108,4711,808,4945,300,-234
2016/3/24,臺指選擇權,CALL,外資及陸資,31707,102592,33632,108103,-1925,-5511,54310,342562,27578,180070,26732,162492
2016/3/24,臺指選擇權,PUT,自營商,144158,271937,129872,285082,14286,-13145,93796,219166,87189,266702,6607,-47536
2016/3/24,臺指選擇權,PUT,投信,0,0,0,0,0,0,476,1367,176,321,300,1046
2016/3/24,臺指選擇權,PUT,外資及陸資,39532,103258,32862,95038,6670,8220,80957,254390,42321,156748,38636,97642
2016/3/25,臺指選擇權,CALL,自營商,111878,190448,113339,233324,-1461,-42876,85498,299912,87865,291864,-2367,8048
2016/3/25,臺指選擇權,CALL,投信,460,116,460,116,0,0,648,4467,348,4671,300,-204
2016/3/25,臺指選擇權,CALL,外資及陸資,21633,63928,22178,69745,-545,-5817,54633,334896,28453,181379,26180,153517
2016/3/25,臺指選擇權,PUT,自營商,117722,222825,109746,216934,7976,5890,111076,249931,96459,299129,14617,-49198
2016/3/25,臺指選擇權,PUT,投信,0,0,0,0,0,0,476,1381,176,326,300,1055
2016/3/25,臺指選擇權,PUT,外資及陸資,23363,61870,23149,66739,214,-4869,82604,264876,43681,167778,38923,97098
2016/3/28,臺指選擇權,CALL,自營商,113354,167703,99013,173402,14341,-5699,105267,296030,93293,283298,11974,12732
2016/3/28,臺指選擇權,CALL,投信,0,0,0,0,0,0,648,4149,348,4495,300,-346
2016/3/28,臺指選擇權,CALL,外資及陸資,22041,54767,22765,68073,-724,-13306,56206,322300,30750,184866,25456,137434
2016/3/28,臺指選擇權,PUT,自營商,101464,176967,97071,178681,4393,-1714,126777,273926,107767,332145,19010,-58219
2016/3/28,臺指選擇權,PUT,投信,0,0,0,0,0,0,476,1446,176,334,300,1112
2016/3/28,臺指選擇權,PUT,外資及陸資,24182,57878,21289,59231,2893,-1354,86014,271159,44198,174136,41816,97023
